what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490214982547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490214993481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215035364
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490215045266
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490215072438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1490215211805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215215876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215218221
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490215219566
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490215232697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215236268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215256653
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490215256668
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490215258745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215277028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215279294
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490215318237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215325269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215335063
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490215335987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215342773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215349727
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1490215359696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215363394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215364630
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490215369133
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490215388025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1490215421025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1490215427097
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1490215451447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1490215486641
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1490215487623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490215513718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1490215523806
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490215540696
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490215557902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1490215583315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1490215585346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1490215603886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1490215607120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490215608643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490215608883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490215609043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490215609587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490215609912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490215610211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1490215620507
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1490215655161
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490215655841
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490215660063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1490215670015
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490215673848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215676840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215682066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1490215683503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215686073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215687618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1490215689495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215698049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490215707906
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490215708012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490215711018
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490215713168
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490215714324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1490215742061
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490215785673
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490215797463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1490215802449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1490215825917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1490215835412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1490215838059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1490215864460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1490215924893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1490215926083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1490215956977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1490215960824
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1490215969547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1490215980775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1490215992651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1490215993863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490215998744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216001085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216001585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216001912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216002412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216002445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216002478
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216002511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216002544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216002576
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216002768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216002928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216003064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216003216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216003368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216009401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216011421
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1490216020558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216026559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216027127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216029571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1490216031384
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490216120103
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490216146806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216157582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216216773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216223839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216358226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216371087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216669802
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490216671004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216673050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216701203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216702268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216889548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216893601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216895128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216904326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216908275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216942294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216949637
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490216950966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490216968678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217016582
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490217017732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217031014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217039982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217049862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217058119
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490217087692
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490217112687
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490217117526
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490217120287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217132943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217189240
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490217191399
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1490217254945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1490217275590
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490217278625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217302105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217338932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217343071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217374433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217386586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217427516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217435738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217517602
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490217519075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217547409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217551479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217553315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217647774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217648396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217650265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1490217651519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217681323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217682998
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490217683146
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1490217685856
stopped,bundle,org.eclipse.emf.eef.codegen.ecore,1.0.2.v20120216-1513,"org.eclipse.emf.eef.codegen.ecore",1490217685856
stopped,bundle,org.eclipse.emf.eef.codegen,1.0.2.v20120216-1513,"org.eclipse.emf.eef.codegen",1490217685856
stopped,bundle,org.eclipse.mylyn.pde.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.pde.ui",1490217685858
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1490217685859
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20111213-1754,"org.eclipse.pde.ds.ui",1490217685859
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110928-1516,"org.eclipse.pde.runtime",1490217685859
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1490217685859
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110928-1516,"org.eclipse.pde.ui.templates",1490217685859
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1490217685872
stopped,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1490217685872
stopped,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1490217685872
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1490217685872
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1490217685873
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1490217685873
stopped,bundle,org.eclipse.emf.compare.ui,1.2.2.v20120214-0915,"org.eclipse.emf.compare.ui",1490217685873
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1490217685873
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1490217685873
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1490217685873
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1490217685880
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1490217685880
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1490217685880
stopped,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1490217686046
stopped,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1490217686075
stopped,bundle,org.eclipse.emf.cdo.ui.ide,4.0.0.v20110607-1031,"org.eclipse.emf.cdo.ui.ide",1490217686076
stopped,bundle,org.eclipse.emf.ecoretools,1.0.0.v20110608-1236,"org.eclipse.emf.ecoretools",1490217686076
stopped,bundle,org.eclipse.emf.ecoretools.diagram,1.0.0.v20110601-1615,"org.eclipse.emf.ecoretools.diagram",1490217686076
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1490217686076
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1490217686076
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1490217686076
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1490217686082
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1490217686082
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1490217686082
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1490217686083
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1490217686083
